redemption_id,customer_id,campaign_id,offer_type,redemption_date,redemption_value_usd
RDM008325,ACQ012213,CMP00016,Dining Rewards Boost,2025-05-31,170.86
RDM008326,ACQ012214,CMP00016,Dining Rewards Boost,2025-06-08,282.92
RDM008327,ACQ012215,CMP00016,Dining Rewards Boost,2025-06-03,257.38
RDM008328,ACQ012216,CMP00016,Dining Rewards Boost,2025-06-01,62.04
RDM008329,ACQ012218,CMP00016,Dining Rewards Boost,2025-04-25,72.29
RDM008330,ACQ012219,CMP00016,Dining Rewards Boost,2025-05-29,279.91
RDM008331,ACQ012220,CMP00017,0% APR Intro,2025-05-20,292.88
RDM008332,ACQ012222,CMP00017,0% APR Intro,2025-05-15,56.61
RDM008333,ACQ012223,CMP00017,0% APR Intro,2025-04-26,140.95
RDM008334,ACQ012224,CMP00017,0% APR Intro,2025-06-12,121.05
RDM008335,ACQ012227,CMP00017,0% APR Intro,2025-05-07,197.57
RDM008336,ACQ012229,CMP00017,0% APR Intro,2025-04-28,275.71
RDM008337,ACQ012231,CMP00017,0% APR Intro,2025-04-05,278.18
RDM008338,ACQ012232,CMP00017,0% APR Intro,2025-04-29,107.93
RDM008339,ACQ012233,CMP00017,0% APR Intro,2025-05-29,118.48
RDM008340,ACQ012234,CMP00017,0% APR Intro,2025-04-27,61.69
RDM008341,ACQ012235,CMP00017,0% APR Intro,2025-04-23,61.73
RDM008342,ACQ012236,CMP00017,0% APR Intro,2025-05-02,88.74
RDM008343,ACQ012238,CMP00017,0% APR Intro,2025-05-01,108.17
RDM008344,ACQ012240,CMP00017,0% APR Intro,2025-05-24,74.37
RDM008345,ACQ012241,CMP00017,0% APR Intro,2025-04-28,119.14
RDM008346,ACQ012242,CMP00017,0% APR Intro,2025-05-05,107.45
RDM008347,ACQ012243,CMP00017,0% APR Intro,2025-05-07,106.65
RDM008348,ACQ012244,CMP00017,0% APR Intro,2025-04-26,141.93
RDM008349,ACQ012245,CMP00017,0% APR Intro,2025-05-02,244.94
RDM008350,ACQ012248,CMP00017,0% APR Intro,2025-05-03,269.1
RDM008351,ACQ012250,CMP00017,0% APR Intro,2025-05-01,207.4
RDM008352,ACQ012251,CMP00017,0% APR Intro,2025-06-01,169.51
RDM008353,ACQ012252,CMP00017,0% APR Intro,2025-06-13,56.07
RDM008354,ACQ012253,CMP00017,0% APR Intro,2025-04-12,70.01
RDM008355,ACQ012254,CMP00017,0% APR Intro,2025-05-09,249.69
RDM008356,ACQ012256,CMP00017,0% APR Intro,2025-06-11,66.79
RDM008357,ACQ012258,CMP00017,0% APR Intro,2025-06-09,189.94
RDM008358,ACQ012261,CMP00017,0% APR Intro,2025-05-09,125.34
RDM008359,ACQ012262,CMP00017,0% APR Intro,2025-06-13,178.03
RDM008360,ACQ012265,CMP00017,0% APR Intro,2025-04-30,260.99
RDM008361,ACQ012266,CMP00017,0% APR Intro,2025-04-13,82.79
RDM008362,ACQ012269,CMP00017,0% APR Intro,2025-05-16,225.15
RDM008363,ACQ012270,CMP00017,0% APR Intro,2025-05-12,223.17
RDM008364,ACQ012271,CMP00017,0% APR Intro,2025-05-17,225.48
RDM008365,ACQ012274,CMP00017,0% APR Intro,2025-06-08,236.12
RDM008366,ACQ012276,CMP00017,0% APR Intro,2025-05-11,50.32
RDM008367,ACQ012279,CMP00017,0% APR Intro,2025-06-27,137.11
RDM008368,ACQ012280,CMP00017,0% APR Intro,2025-04-14,184.43
RDM008369,ACQ012282,CMP00017,0% APR Intro,2025-04-29,132.39
RDM008370,ACQ012283,CMP00017,0% APR Intro,2025-04-29,101.05
RDM008371,ACQ012284,CMP00017,0% APR Intro,2025-06-09,148.44
RDM008372,ACQ012285,CMP00017,0% APR Intro,2025-06-19,139.06
RDM008373,ACQ012286,CMP00017,0% APR Intro,2025-05-26,245.26
RDM008374,ACQ012287,CMP00017,0% APR Intro,2025-05-17,97.15
RDM008375,ACQ012288,CMP00017,0% APR Intro,2025-05-11,233.21
RDM008376,ACQ012290,CMP00017,0% APR Intro,2025-05-25,161.09
RDM008377,ACQ012291,CMP00017,0% APR Intro,2025-05-06,74.54
RDM008378,ACQ012292,CMP00017,0% APR Intro,2025-05-25,294.5
RDM008379,ACQ012294,CMP00017,0% APR Intro,2025-05-26,175.34
RDM008380,ACQ012297,CMP00017,0% APR Intro,2025-05-11,76.67
RDM008381,ACQ012298,CMP00017,0% APR Intro,2025-05-02,206.18
RDM008382,ACQ012299,CMP00017,0% APR Intro,2025-04-19,106.12
RDM008383,ACQ012300,CMP00017,0% APR Intro,2025-06-05,64.5
RDM008384,ACQ012301,CMP00017,0% APR Intro,2025-06-13,137.79
RDM008385,ACQ012303,CMP00017,0% APR Intro,2025-05-05,189.8
RDM008386,ACQ012305,CMP00017,0% APR Intro,2025-06-24,253.69
RDM008387,ACQ012306,CMP00017,0% APR Intro,2025-06-16,189.6
RDM008388,ACQ012308,CMP00017,0% APR Intro,2025-05-07,186.79
RDM008389,ACQ012310,CMP00017,0% APR Intro,2025-05-01,134.69
RDM008390,ACQ012311,CMP00017,0% APR Intro,2025-04-26,147.42
RDM008391,ACQ012314,CMP00017,0% APR Intro,2025-04-08,230.62
RDM008392,ACQ012315,CMP00017,0% APR Intro,2025-05-16,53.15
RDM008393,ACQ012316,CMP00017,0% APR Intro,2025-05-03,194.29
RDM008394,ACQ012317,CMP00017,0% APR Intro,2025-05-05,126.33
RDM008395,ACQ012318,CMP00017,0% APR Intro,2025-05-11,270.8
RDM008396,ACQ012319,CMP00017,0% APR Intro,2025-04-26,256.68
RDM008397,ACQ012320,CMP00017,0% APR Intro,2025-04-26,97.49
RDM008398,ACQ012321,CMP00017,0% APR Intro,2025-05-12,85.9
RDM008399,ACQ012322,CMP00017,0% APR Intro,2025-05-21,161.37
RDM008400,ACQ012324,CMP00017,0% APR Intro,2025-04-22,82.08
RDM008401,ACQ012325,CMP00017,0% APR Intro,2025-05-27,82.83
RDM008402,ACQ012326,CMP00017,0% APR Intro,2025-04-21,121.88
RDM008403,ACQ012328,CMP00017,0% APR Intro,2025-05-26,62.93
RDM008404,ACQ012329,CMP00017,0% APR Intro,2025-05-29,171.5
RDM008405,ACQ012330,CMP00017,0% APR Intro,2025-05-27,207.23
RDM008406,ACQ012331,CMP00017,0% APR Intro,2025-05-28,69.96
RDM008407,ACQ012332,CMP00017,0% APR Intro,2025-05-26,158.33
RDM008408,ACQ012333,CMP00017,0% APR Intro,2025-04-23,72.89
RDM008409,ACQ012334,CMP00017,0% APR Intro,2025-05-01,159.89
RDM008410,ACQ012336,CMP00017,0% APR Intro,2025-06-04,108.28
RDM008411,ACQ012337,CMP00017,0% APR Intro,2025-05-18,205.44
RDM008412,ACQ012338,CMP00017,0% APR Intro,2025-06-17,69.07
RDM008413,ACQ012340,CMP00017,0% APR Intro,2025-05-21,77.06
RDM008414,ACQ012342,CMP00017,0% APR Intro,2025-05-29,118.36
RDM008415,ACQ012343,CMP00017,0% APR Intro,2025-05-30,254.15
RDM008416,ACQ012344,CMP00017,0% APR Intro,2025-04-30,224.85
RDM008417,ACQ012345,CMP00017,0% APR Intro,2025-05-20,120.22
RDM008418,ACQ012346,CMP00017,0% APR Intro,2025-05-04,85.74
RDM008419,ACQ012347,CMP00017,0% APR Intro,2025-04-27,182.61
RDM008420,ACQ012349,CMP00017,0% APR Intro,2025-05-24,76.44
RDM008421,ACQ012350,CMP00017,0% APR Intro,2025-06-07,266.96
RDM008422,ACQ012351,CMP00017,0% APR Intro,2025-05-24,210.77
RDM008423,ACQ012352,CMP00017,0% APR Intro,2025-05-07,74.12
RDM008424,ACQ012353,CMP00017,0% APR Intro,2025-04-21,265.22
RDM008425,ACQ012354,CMP00017,0% APR Intro,2025-04-27,76.2
RDM008426,ACQ012355,CMP00017,0% APR Intro,2025-04-10,54.6
RDM008427,ACQ012356,CMP00017,0% APR Intro,2025-06-23,289.84
RDM008428,ACQ012357,CMP00017,0% APR Intro,2025-04-22,278.26
RDM008429,ACQ012358,CMP00017,0% APR Intro,2025-04-26,193.17
RDM008430,ACQ012360,CMP00017,0% APR Intro,2025-05-28,174.09
RDM008431,ACQ012361,CMP00017,0% APR Intro,2025-05-31,187.15
RDM008432,ACQ012362,CMP00017,0% APR Intro,2025-06-04,227.07
RDM008433,ACQ012363,CMP00017,0% APR Intro,2025-06-08,125.2
RDM008434,ACQ012364,CMP00017,0% APR Intro,2025-05-07,111.49
RDM008435,ACQ012365,CMP00017,0% APR Intro,2025-06-07,135.7
RDM008436,ACQ012366,CMP00017,0% APR Intro,2025-05-31,297.27
RDM008437,ACQ012367,CMP00017,0% APR Intro,2025-05-23,58.02
RDM008438,ACQ012369,CMP00017,0% APR Intro,2025-06-18,192.64
RDM008439,ACQ012371,CMP00017,0% APR Intro,2025-06-04,224.59
RDM008440,ACQ012373,CMP00017,0% APR Intro,2025-05-08,297.61
RDM008441,ACQ012376,CMP00017,0% APR Intro,2025-05-17,281.03
RDM008442,ACQ012378,CMP00017,0% APR Intro,2025-05-29,183.94
RDM008443,ACQ012381,CMP00017,0% APR Intro,2025-05-13,168.76
RDM008444,ACQ012384,CMP00017,0% APR Intro,2025-05-13,185.57
RDM008445,ACQ012387,CMP00017,0% APR Intro,2025-05-16,295.93
RDM008446,ACQ012388,CMP00017,0% APR Intro,2025-06-14,117.55
RDM008447,ACQ012389,CMP00017,0% APR Intro,2025-05-31,196.9
RDM008448,ACQ012390,CMP00017,0% APR Intro,2025-05-24,248.44
RDM008449,ACQ012391,CMP00017,0% APR Intro,2025-05-11,84.97
RDM008450,ACQ012393,CMP00017,0% APR Intro,2025-06-06,123.53
RDM008451,ACQ012394,CMP00017,0% APR Intro,2025-05-18,155.43
RDM008452,ACQ012395,CMP00017,0% APR Intro,2025-05-12,138.95
RDM008453,ACQ012396,CMP00017,0% APR Intro,2025-06-22,75.05
RDM008454,ACQ012397,CMP00017,0% APR Intro,2025-04-25,69.14
RDM008455,ACQ012398,CMP00017,0% APR Intro,2025-06-03,131.79
RDM008456,ACQ012399,CMP00017,0% APR Intro,2025-06-14,141.39
RDM008457,ACQ012400,CMP00017,0% APR Intro,2025-04-20,200.88
RDM008458,ACQ012403,CMP00017,0% APR Intro,2025-06-13,249.54
RDM008459,ACQ012404,CMP00017,0% APR Intro,2025-05-07,114.71
RDM008460,ACQ012405,CMP00017,0% APR Intro,2025-05-07,129.04
RDM008461,ACQ012406,CMP00017,0% APR Intro,2025-04-28,190.91
RDM008462,ACQ012408,CMP00017,0% APR Intro,2025-05-22,277.78
RDM008463,ACQ012411,CMP00018,No Annual Fee (1st Year),2025-05-04,153.89
RDM008464,ACQ012413,CMP00018,No Annual Fee (1st Year),2025-04-21,253.55
RDM008465,ACQ012415,CMP00018,No Annual Fee (1st Year),2025-05-15,129.15
RDM008466,ACQ012416,CMP00018,No Annual Fee (1st Year),2025-05-14,214.4
RDM008467,ACQ012418,CMP00018,No Annual Fee (1st Year),2025-05-12,86.37
RDM008468,ACQ012419,CMP00018,No Annual Fee (1st Year),2025-06-10,60.35
RDM008469,ACQ012422,CMP00018,No Annual Fee (1st Year),2025-06-16,72.51
RDM008470,ACQ012423,CMP00018,No Annual Fee (1st Year),2025-05-28,286.66
RDM008471,ACQ012424,CMP00018,No Annual Fee (1st Year),2025-06-16,128.27
RDM008472,ACQ012426,CMP00018,No Annual Fee (1st Year),2025-05-15,269.3
RDM008473,ACQ012427,CMP00018,No Annual Fee (1st Year),2025-05-09,72.51
RDM008474,ACQ012428,CMP00018,No Annual Fee (1st Year),2025-05-07,67.36
RDM008475,ACQ012429,CMP00018,No Annual Fee (1st Year),2025-05-25,50.69
RDM008476,ACQ012430,CMP00018,No Annual Fee (1st Year),2025-06-09,165.14
RDM008477,ACQ012431,CMP00018,No Annual Fee (1st Year),2025-06-04,102.99
RDM008478,ACQ012432,CMP00018,No Annual Fee (1st Year),2025-04-04,134.83
RDM008479,ACQ012434,CMP00018,No Annual Fee (1st Year),2025-04-26,55.28
RDM008480,ACQ012436,CMP00018,No Annual Fee (1st Year),2025-04-06,158.41
RDM008481,ACQ012437,CMP00018,No Annual Fee (1st Year),2025-05-28,254.1
RDM008482,ACQ012438,CMP00018,No Annual Fee (1st Year),2025-04-29,296.03
RDM008483,ACQ012440,CMP00018,No Annual Fee (1st Year),2025-05-09,148.85
RDM008484,ACQ012441,CMP00018,No Annual Fee (1st Year),2025-05-20,183.95
RDM008485,ACQ012442,CMP00018,No Annual Fee (1st Year),2025-06-18,111.82
RDM008486,ACQ012443,CMP00018,No Annual Fee (1st Year),2025-05-10,220.82
RDM008487,ACQ012446,CMP00018,No Annual Fee (1st Year),2025-04-18,231.28
RDM008488,ACQ012448,CMP00018,No Annual Fee (1st Year),2025-06-07,65.98
RDM008489,ACQ012452,CMP00018,No Annual Fee (1st Year),2025-04-06,81.73
RDM008490,ACQ012453,CMP00018,No Annual Fee (1st Year),2025-04-17,118.94
RDM008491,ACQ012454,CMP00018,No Annual Fee (1st Year),2025-06-07,146.31
RDM008492,ACQ012456,CMP00018,No Annual Fee (1st Year),2025-04-25,243.37
RDM008493,ACQ012458,CMP00018,No Annual Fee (1st Year),2025-05-06,106.82
RDM008494,ACQ012459,CMP00018,No Annual Fee (1st Year),2025-05-14,70.93
RDM008495,ACQ012460,CMP00018,No Annual Fee (1st Year),2025-06-12,105.57
RDM008496,ACQ012461,CMP00018,No Annual Fee (1st Year),2025-05-18,128.01
RDM008497,ACQ012462,CMP00018,No Annual Fee (1st Year),2025-05-14,72.18
RDM008498,ACQ012464,CMP00018,No Annual Fee (1st Year),2025-06-18,271.14
RDM008499,ACQ012466,CMP00018,No Annual Fee (1st Year),2025-05-27,206.77
RDM008500,ACQ012468,CMP00018,No Annual Fee (1st Year),2025-05-30,147.79
RDM008501,ACQ012469,CMP00018,No Annual Fee (1st Year),2025-04-26,101.13
RDM008502,ACQ012470,CMP00018,No Annual Fee (1st Year),2025-05-28,51.44
RDM008503,ACQ012471,CMP00018,No Annual Fee (1st Year),2025-06-01,270.64
RDM008504,ACQ012472,CMP00018,No Annual Fee (1st Year),2025-06-02,102.47
RDM008505,ACQ012473,CMP00018,No Annual Fee (1st Year),2025-04-28,97.56
RDM008506,ACQ012474,CMP00018,No Annual Fee (1st Year),2025-04-18,179.38
RDM008507,ACQ012475,CMP00018,No Annual Fee (1st Year),2025-05-25,130.1
RDM008508,ACQ012476,CMP00018,No Annual Fee (1st Year),2025-05-24,209.12
RDM008509,ACQ012477,CMP00018,No Annual Fee (1st Year),2025-05-25,243.83
RDM008510,ACQ012480,CMP00018,No Annual Fee (1st Year),2025-06-04,253.84
RDM008511,ACQ012481,CMP00018,No Annual Fee (1st Year),2025-05-18,217.26
RDM008512,ACQ012482,CMP00018,No Annual Fee (1st Year),2025-06-01,56.33
RDM008513,ACQ012483,CMP00018,No Annual Fee (1st Year),2025-05-29,246.95
RDM008514,ACQ012485,CMP00018,No Annual Fee (1st Year),2025-04-28,268.37
RDM008515,ACQ012487,CMP00018,No Annual Fee (1st Year),2025-05-29,218.3
RDM008516,ACQ012490,CMP00018,No Annual Fee (1st Year),2025-06-16,207.27
RDM008517,ACQ012492,CMP00018,No Annual Fee (1st Year),2025-05-13,165.91
RDM008518,ACQ012493,CMP00018,No Annual Fee (1st Year),2025-06-25,137.07
RDM008519,ACQ012496,CMP00018,No Annual Fee (1st Year),2025-06-01,293.9
RDM008520,ACQ012497,CMP00018,No Annual Fee (1st Year),2025-04-30,99.42
RDM008521,ACQ012498,CMP00018,No Annual Fee (1st Year),2025-05-06,110.92
RDM008522,ACQ012499,CMP00018,No Annual Fee (1st Year),2025-04-08,248.28
RDM008523,ACQ012500,CMP00018,No Annual Fee (1st Year),2025-05-03,171.21
RDM008524,ACQ012502,CMP00018,No Annual Fee (1st Year),2025-05-27,55.01
RDM008525,ACQ012504,CMP00018,No Annual Fee (1st Year),2025-04-18,229.18
RDM008526,ACQ012505,CMP00018,No Annual Fee (1st Year),2025-05-03,85.25
RDM008527,ACQ012507,CMP00018,No Annual Fee (1st Year),2025-05-24,142.13
RDM008528,ACQ012510,CMP00018,No Annual Fee (1st Year),2025-05-28,269.77
RDM008529,ACQ012511,CMP00018,No Annual Fee (1st Year),2025-06-08,176.82
RDM008530,ACQ012513,CMP00018,No Annual Fee (1st Year),2025-05-07,262.45
RDM008531,ACQ012515,CMP00018,No Annual Fee (1st Year),2025-05-02,149.36
RDM008532,ACQ012516,CMP00018,No Annual Fee (1st Year),2025-06-10,199.53
RDM008533,ACQ012519,CMP00018,No Annual Fee (1st Year),2025-04-18,230.2
RDM008534,ACQ012521,CMP00018,No Annual Fee (1st Year),2025-05-21,218.88
RDM008535,ACQ012522,CMP00018,No Annual Fee (1st Year),2025-05-30,242.55
RDM008536,ACQ012527,CMP00018,No Annual Fee (1st Year),2025-05-06,219.3
RDM008537,ACQ012528,CMP00018,No Annual Fee (1st Year),2025-05-11,254.42
RDM008538,ACQ012529,CMP00018,No Annual Fee (1st Year),2025-05-20,208.3
RDM008539,ACQ012530,CMP00018,No Annual Fee (1st Year),2025-05-01,214.92
RDM008540,ACQ012531,CMP00018,No Annual Fee (1st Year),2025-04-12,79.36
RDM008541,ACQ012532,CMP00018,No Annual Fee (1st Year),2025-04-20,204.08
RDM008542,ACQ012533,CMP00018,No Annual Fee (1st Year),2025-06-05,168.54
RDM008543,ACQ012534,CMP00018,No Annual Fee (1st Year),2025-04-29,121.63
RDM008544,ACQ012535,CMP00018,No Annual Fee (1st Year),2025-04-06,286.59
RDM008545,ACQ012539,CMP00018,No Annual Fee (1st Year),2025-05-06,103.49
RDM008546,ACQ012541,CMP00018,No Annual Fee (1st Year),2025-05-07,60.9
RDM008547,ACQ012543,CMP00018,No Annual Fee (1st Year),2025-04-09,60.07
RDM008548,ACQ012544,CMP00018,No Annual Fee (1st Year),2025-05-31,137.16
RDM008549,ACQ012545,CMP00018,No Annual Fee (1st Year),2025-05-29,193.97
RDM008550,ACQ012546,CMP00018,No Annual Fee (1st Year),2025-05-21,221.06
RDM008551,ACQ012550,CMP00018,No Annual Fee (1st Year),2025-04-18,207.22
RDM008552,ACQ012551,CMP00018,No Annual Fee (1st Year),2025-06-08,276.79
RDM008553,ACQ012552,CMP00018,No Annual Fee (1st Year),2025-05-31,253.37
RDM008554,ACQ012555,CMP00018,No Annual Fee (1st Year),2025-06-22,77.0
RDM008555,ACQ012556,CMP00018,No Annual Fee (1st Year),2025-05-31,151.63
RDM008556,ACQ012557,CMP00018,No Annual Fee (1st Year),2025-05-05,116.76
RDM008557,ACQ012558,CMP00018,No Annual Fee (1st Year),2025-05-19,79.07
RDM008558,ACQ012560,CMP00018,No Annual Fee (1st Year),2025-05-12,131.62
RDM008559,ACQ012561,CMP00018,No Annual Fee (1st Year),2025-05-22,62.09
RDM008560,ACQ012563,CMP00018,No Annual Fee (1st Year),2025-04-24,136.56
RDM008561,ACQ012564,CMP00018,No Annual Fee (1st Year),2025-06-19,160.02
RDM008562,ACQ012565,CMP00018,No Annual Fee (1st Year),2025-04-24,206.3
RDM008563,ACQ012568,CMP00018,No Annual Fee (1st Year),2025-06-06,97.07
RDM008564,ACQ012569,CMP00018,No Annual Fee (1st Year),2025-05-04,204.52
RDM008565,ACQ012572,CMP00018,No Annual Fee (1st Year),2025-04-17,101.57
RDM008566,ACQ012575,CMP00018,No Annual Fee (1st Year),2025-06-18,277.74
RDM008567,ACQ012576,CMP00018,No Annual Fee (1st Year),2025-04-23,254.64
RDM008568,ACQ012578,CMP00018,No Annual Fee (1st Year),2025-04-20,223.25
RDM008569,ACQ012579,CMP00018,No Annual Fee (1st Year),2025-06-06,263.86
RDM008570,ACQ012583,CMP00018,No Annual Fee (1st Year),2025-05-23,188.42
RDM008571,ACQ012585,CMP00018,No Annual Fee (1st Year),2025-05-23,148.19
RDM008572,ACQ012588,CMP00018,No Annual Fee (1st Year),2025-05-11,209.27
RDM008573,ACQ012589,CMP00018,No Annual Fee (1st Year),2025-06-20,227.15
RDM008574,ACQ012590,CMP00018,No Annual Fee (1st Year),2025-06-05,76.77
RDM008575,ACQ012592,CMP00018,No Annual Fee (1st Year),2025-05-12,100.98
RDM008576,ACQ012593,CMP00018,No Annual Fee (1st Year),2025-04-30,219.1
RDM008577,ACQ012594,CMP00018,No Annual Fee (1st Year),2025-04-10,157.29
RDM008578,ACQ012595,CMP00018,No Annual Fee (1st Year),2025-05-23,51.14
RDM008579,ACQ012596,CMP00018,No Annual Fee (1st Year),2025-05-16,132.88
RDM008580,ACQ012597,CMP00018,No Annual Fee (1st Year),2025-05-25,257.52
RDM008581,ACQ012599,CMP00018,No Annual Fee (1st Year),2025-05-13,89.41
RDM008582,ACQ012600,CMP00018,No Annual Fee (1st Year),2025-06-17,213.27
RDM008583,ACQ012601,CMP00018,No Annual Fee (1st Year),2025-04-29,187.99
RDM008584,ACQ012604,CMP00018,No Annual Fee (1st Year),2025-05-10,103.72
RDM008585,ACQ012607,CMP00018,No Annual Fee (1st Year),2025-05-29,264.72
RDM008586,ACQ012609,CMP00018,No Annual Fee (1st Year),2025-05-07,261.73
RDM008587,ACQ012610,CMP00018,No Annual Fee (1st Year),2025-04-30,134.1
RDM008588,ACQ012611,CMP00018,No Annual Fee (1st Year),2025-05-04,130.91
RDM008589,ACQ012613,CMP00018,No Annual Fee (1st Year),2025-04-26,286.59
RDM008590,ACQ012614,CMP00018,No Annual Fee (1st Year),2025-05-27,196.83
RDM008591,ACQ012615,CMP00018,No Annual Fee (1st Year),2025-06-12,232.49
RDM008592,ACQ012616,CMP00018,No Annual Fee (1st Year),2025-04-24,150.32
RDM008593,ACQ012617,CMP00018,No Annual Fee (1st Year),2025-04-27,265.04
RDM008594,ACQ012618,CMP00018,No Annual Fee (1st Year),2025-05-31,65.68
RDM008595,ACQ012620,CMP00018,No Annual Fee (1st Year),2025-05-08,125.58
RDM008596,ACQ012621,CMP00018,No Annual Fee (1st Year),2025-05-04,241.26
RDM008597,ACQ012622,CMP00018,No Annual Fee (1st Year),2025-06-19,142.95
RDM008598,ACQ012623,CMP00018,No Annual Fee (1st Year),2025-06-19,226.86
RDM008599,ACQ012624,CMP00018,No Annual Fee (1st Year),2025-05-01,275.27
RDM008600,ACQ012625,CMP00018,No Annual Fee (1st Year),2025-05-09,59.57
RDM008601,ACQ012626,CMP00018,No Annual Fee (1st Year),2025-04-26,83.77
RDM008602,ACQ012628,CMP00018,No Annual Fee (1st Year),2025-05-15,282.53
RDM008603,ACQ012629,CMP00018,No Annual Fee (1st Year),2025-06-14,129.3
RDM008604,ACQ012631,CMP00018,No Annual Fee (1st Year),2025-06-04,170.23
RDM008605,ACQ012632,CMP00018,No Annual Fee (1st Year),2025-05-03,194.55
RDM008606,ACQ012633,CMP00018,No Annual Fee (1st Year),2025-05-20,163.97
RDM008607,ACQ012634,CMP00018,No Annual Fee (1st Year),2025-05-27,126.04
RDM008608,ACQ012637,CMP00018,No Annual Fee (1st Year),2025-05-20,67.17
RDM008609,ACQ012639,CMP00018,No Annual Fee (1st Year),2025-05-04,171.74
RDM008610,ACQ012640,CMP00018,No Annual Fee (1st Year),2025-06-07,59.95
RDM008611,ACQ012641,CMP00018,No Annual Fee (1st Year),2025-06-09,71.9
RDM008612,ACQ012642,CMP00018,No Annual Fee (1st Year),2025-06-11,219.06
RDM008613,ACQ012644,CMP00018,No Annual Fee (1st Year),2025-05-03,240.06
RDM008614,ACQ012645,CMP00018,No Annual Fee (1st Year),2025-06-06,88.28
RDM008615,ACQ012646,CMP00018,No Annual Fee (1st Year),2025-04-23,83.81
RDM008616,ACQ012647,CMP00018,No Annual Fee (1st Year),2025-05-04,80.43
RDM008617,ACQ012648,CMP00018,No Annual Fee (1st Year),2025-04-12,90.64
RDM008618,ACQ012649,CMP00018,No Annual Fee (1st Year),2025-05-16,224.47
RDM008619,ACQ012650,CMP00018,No Annual Fee (1st Year),2025-06-12,213.49
RDM008620,ACQ012651,CMP00018,No Annual Fee (1st Year),2025-06-17,78.8
RDM008621,ACQ012653,CMP00018,No Annual Fee (1st Year),2025-06-01,198.87
RDM008622,ACQ012654,CMP00018,No Annual Fee (1st Year),2025-06-07,216.43
RDM008623,ACQ012655,CMP00018,No Annual Fee (1st Year),2025-06-05,118.17
RDM008624,ACQ012658,CMP00018,No Annual Fee (1st Year),2025-05-24,230.08
RDM008625,ACQ012659,CMP00018,No Annual Fee (1st Year),2025-04-15,51.16
RDM008626,ACQ012662,CMP00018,No Annual Fee (1st Year),2025-05-14,150.37
RDM008627,ACQ012663,CMP00018,No Annual Fee (1st Year),2025-04-26,271.9
RDM008628,ACQ012664,CMP00018,No Annual Fee (1st Year),2025-04-11,199.69
RDM008629,ACQ012665,CMP00018,No Annual Fee (1st Year),2025-04-24,66.79
RDM008630,ACQ012666,CMP00018,No Annual Fee (1st Year),2025-05-19,140.3
RDM008631,ACQ012667,CMP00018,No Annual Fee (1st Year),2025-04-14,198.12
RDM008632,ACQ012668,CMP00018,No Annual Fee (1st Year),2025-04-28,128.83
RDM008633,ACQ012671,CMP00018,No Annual Fee (1st Year),2025-05-22,277.34
RDM008634,ACQ012673,CMP00018,No Annual Fee (1st Year),2025-05-16,287.75
RDM008635,ACQ012675,CMP00018,No Annual Fee (1st Year),2025-04-29,184.05
RDM008636,ACQ012677,CMP00018,No Annual Fee (1st Year),2025-05-03,182.61
RDM008637,ACQ012678,CMP00018,No Annual Fee (1st Year),2025-04-22,270.92
RDM008638,ACQ012680,CMP00018,No Annual Fee (1st Year),2025-05-01,223.79
RDM008639,ACQ012681,CMP00018,No Annual Fee (1st Year),2025-04-26,240.8
RDM008640,ACQ012682,CMP00018,No Annual Fee (1st Year),2025-05-09,156.66
RDM008641,ACQ012683,CMP00018,No Annual Fee (1st Year),2025-05-01,164.86
RDM008642,ACQ012685,CMP00018,No Annual Fee (1st Year),2025-06-10,298.72
RDM008643,ACQ012686,CMP00018,No Annual Fee (1st Year),2025-05-24,285.82
RDM008644,ACQ012687,CMP00018,No Annual Fee (1st Year),2025-05-28,158.58
RDM008645,ACQ012688,CMP00018,No Annual Fee (1st Year),2025-05-05,239.36
RDM008646,ACQ012690,CMP00018,No Annual Fee (1st Year),2025-04-11,185.13
RDM008647,ACQ012691,CMP00018,No Annual Fee (1st Year),2025-04-23,258.54
RDM008648,ACQ012692,CMP00018,No Annual Fee (1st Year),2025-05-16,126.04
RDM008649,ACQ012693,CMP00018,No Annual Fee (1st Year),2025-05-06,211.78
RDM008650,ACQ012695,CMP00018,No Annual Fee (1st Year),2025-04-23,266.41
RDM008651,ACQ012697,CMP00018,No Annual Fee (1st Year),2025-06-02,75.79
RDM008652,ACQ012699,CMP00018,No Annual Fee (1st Year),2025-04-26,98.36
RDM008653,ACQ012700,CMP00018,No Annual Fee (1st Year),2025-06-07,270.99
RDM008654,ACQ012702,CMP00018,No Annual Fee (1st Year),2025-06-08,177.86
RDM008655,ACQ012703,CMP00018,No Annual Fee (1st Year),2025-05-13,211.34
RDM008656,ACQ012704,CMP00018,No Annual Fee (1st Year),2025-06-14,217.16
RDM008657,ACQ012705,CMP00018,No Annual Fee (1st Year),2025-04-30,234.13
RDM008658,ACQ012706,CMP00018,No Annual Fee (1st Year),2025-05-06,156.68
RDM008659,ACQ012707,CMP00018,No Annual Fee (1st Year),2025-05-23,216.37
RDM008660,ACQ012709,CMP00018,No Annual Fee (1st Year),2025-05-26,149.64
RDM008661,ACQ012711,CMP00018,No Annual Fee (1st Year),2025-04-28,139.57
RDM008662,ACQ012712,CMP00018,No Annual Fee (1st Year),2025-05-03,104.31
RDM008663,ACQ012713,CMP00018,No Annual Fee (1st Year),2025-05-18,163.43
RDM008664,ACQ012715,CMP00018,No Annual Fee (1st Year),2025-06-19,117.21
