customer_id,true_persona,travel,dining,grocery,online_shopping,gas,entertainment,utilities_bills
ACQ007329,Frequent Traveler,351.84,133.76,76.6,117.19,51.29,102.92,142.42
ACQ007330,Online Shopper,35.34,74.94,72.53,320.24,34.61,93.99,76.01
ACQ007331,Online Shopper,49.36,93.69,89.93,400.55,43.38,141.48,97.35
ACQ007332,Online Shopper,73.31,126.74,149.08,661.33,77.78,217.93,143.75
ACQ007333,Balanced Spender,113.15,115.18,116.41,115.75,123.98,136.76,121.45
ACQ007334,Balanced Spender,159.26,157.09,164.36,162.3,168.8,182.38,175.16
ACQ007335,Dining Enthusiast,94.65,410.95,141.01,170.9,97.0,128.56,107.99
ACQ007336,Frequent Traveler,510.4,224.63,111.05,168.17,69.98,147.57,216.53
ACQ007337,Everyday Essentials,28.78,58.13,165.85,61.85,112.27,27.26,122.2
ACQ007338,Online Shopper,35.06,65.87,61.02,273.96,33.38,105.08,61.27
ACQ007339,Online Shopper,46.15,97.47,92.01,416.99,42.48,139.24,90.97
ACQ007340,Everyday Essentials,41.21,83.52,277.33,88.97,177.99,42.64,179.93
ACQ007341,Dining Enthusiast,77.59,342.26,103.57,135.44,70.4,108.83,95.21
ACQ007342,Dining Enthusiast,101.83,439.13,157.26,190.81,98.31,167.84,116.86
ACQ007343,Dining Enthusiast,65.23,301.22,116.07,133.68,60.37,105.46,86.12
ACQ007344,Dining Enthusiast,54.64,267.78,93.63,120.37,63.67,95.6,82.66
ACQ007345,Online Shopper,52.05,109.55,99.2,441.38,51.84,170.29,104.7
ACQ007346,Frequent Traveler,370.36,163.8,94.05,132.62,58.57,109.0,171.31
ACQ007347,Frequent Traveler,390.03,175.72,93.23,135.71,56.78,109.45,166.51
ACQ007348,Balanced Spender,212.99,200.62,214.97,213.97,213.53,229.5,222.38
ACQ007349,Balanced Spender,125.58,137.93,125.27,127.06,123.82,143.52,140.38
ACQ007350,Dining Enthusiast,53.14,257.27,81.64,105.52,57.75,83.11,68.93
ACQ007351,Dining Enthusiast,119.76,460.97,164.82,215.92,117.32,167.0,137.38
ACQ007352,Balanced Spender,165.51,142.1,164.92,156.95,165.85,172.3,176.36
ACQ007353,Everyday Essentials,64.41,124.91,398.56,112.92,230.91,58.35,265.11
ACQ007354,Frequent Traveler,471.72,221.54,107.98,156.77,69.6,124.36,212.27
ACQ007355,Online Shopper,45.14,91.63,84.3,399.13,43.87,131.29,82.68
ACQ007356,Balanced Spender,118.29,133.63,123.17,123.05,122.8,118.64,134.65
ACQ007357,Dining Enthusiast,107.89,480.8,167.08,200.97,110.31,168.27,140.69
ACQ007358,Dining Enthusiast,85.56,366.4,122.36,156.68,87.31,118.93,107.0
ACQ007359,Everyday Essentials,34.61,68.61,184.3,67.93,124.87,36.74,136.91
ACQ007360,Frequent Traveler,214.31,99.59,45.8,69.35,32.29,62.25,86.61
ACQ007361,Frequent Traveler,412.27,170.64,92.68,129.93,59.8,114.85,179.64
ACQ007362,Dining Enthusiast,103.01,484.65,172.25,205.5,104.14,178.35,131.99
ACQ007363,Dining Enthusiast,40.05,163.71,61.7,78.76,38.72,65.2,49.79
ACQ007364,Frequent Traveler,319.52,138.58,65.75,108.89,45.48,79.21,136.18
ACQ007365,Frequent Traveler,209.65,84.25,46.78,72.5,29.65,56.96,84.23
ACQ007366,Balanced Spender,77.13,71.07,74.96,72.29,74.81,78.49,72.56
ACQ007367,Balanced Spender,174.34,153.15,164.86,169.25,179.29,188.39,169.98
ACQ007368,Everyday Essentials,69.94,135.76,456.08,142.85,310.26,78.13,288.1
ACQ007369,Everyday Essentials,53.61,114.19,303.04,112.03,223.57,59.59,225.25
ACQ007370,Balanced Spender,92.4,90.4,88.49,91.61,98.5,112.99,99.81
ACQ007371,Frequent Traveler,267.81,118.11,62.34,105.53,45.34,82.87,125.21
ACQ007372,Balanced Spender,103.75,110.92,108.06,120.38,114.51,113.76,112.65
ACQ007373,Dining Enthusiast,61.04,260.64,96.74,112.27,63.93,92.79,75.39
ACQ007374,Everyday Essentials,68.71,129.72,432.46,139.49,302.27,61.15,306.09
ACQ007375,Balanced Spender,205.06,203.66,206.68,202.26,201.27,204.8,216.35
ACQ007376,Online Shopper,47.32,90.28,86.89,391.64,50.93,132.8,84.98
ACQ007377,Everyday Essentials,47.08,97.49,293.06,93.28,181.59,44.15,181.88
ACQ007378,Balanced Spender,137.39,142.36,144.04,147.38,129.57,140.14,150.94
ACQ007379,Everyday Essentials,35.55,77.49,235.54,74.38,129.13,34.69,152.27
ACQ007380,Everyday Essentials,63.92,130.73,392.06,129.89,263.82,65.68,233.23
ACQ007381,Frequent Traveler,305.66,120.59,69.07,108.32,43.48,84.48,126.59
ACQ007382,Everyday Essentials,41.78,92.99,269.37,86.23,176.73,41.47,177.16
ACQ007383,Balanced Spender,110.48,109.23,105.19,108.14,106.14,129.99,126.06
ACQ007384,Balanced Spender,76.37,92.94,94.49,76.75,85.08,93.67,94.68
ACQ007385,Online Shopper,52.85,101.55,98.56,493.98,56.94,169.51,102.91
ACQ007386,Dining Enthusiast,101.84,408.98,146.76,185.72,101.15,141.25,126.98
ACQ007387,Balanced Spender,179.16,171.77,176.45,164.37,191.77,194.27,191.2
ACQ007388,Frequent Traveler,377.89,163.59,88.39,128.6,58.29,108.76,165.46
ACQ007389,Everyday Essentials,27.51,52.43,187.06,62.24,114.86,26.74,113.84
ACQ007390,Dining Enthusiast,56.52,232.95,93.47,103.2,58.81,78.95,68.83
ACQ007391,Dining Enthusiast,58.54,252.32,90.17,109.65,63.85,89.56,74.99
ACQ007392,Online Shopper,68.33,125.07,131.7,603.03,63.56,200.05,122.9
ACQ007393,Frequent Traveler,300.75,129.32,67.9,98.15,40.15,77.28,131.52
ACQ007394,Everyday Essentials,49.05,101.24,332.54,100.15,212.1,51.7,201.63
ACQ007395,Balanced Spender,151.77,134.54,140.69,130.15,143.93,144.39,156.2
ACQ007396,Balanced Spender,82.96,86.82,86.68,79.81,82.31,91.49,86.91
ACQ007397,Everyday Essentials,59.08,121.56,317.04,103.82,230.66,62.21,238.91
ACQ007398,Dining Enthusiast,95.19,405.4,147.74,186.8,97.54,148.61,133.28
ACQ007399,Everyday Essentials,37.96,68.15,250.97,74.63,148.01,36.51,144.81
ACQ007400,Dining Enthusiast,74.47,340.09,105.77,155.26,74.44,116.16,91.87
ACQ007401,Frequent Traveler,474.36,208.95,117.82,166.09,70.36,151.52,226.11
ACQ007402,Online Shopper,27.64,58.91,55.91,239.69,28.9,84.05,52.49
ACQ007403,Balanced Spender,92.78,89.98,97.9,87.47,94.66,90.75,105.43
ACQ007404,Frequent Traveler,397.51,181.11,97.84,142.08,56.73,105.53,175.65
ACQ007405,Everyday Essentials,42.83,92.48,293.43,87.77,175.9,43.23,178.36
ACQ007406,Frequent Traveler,205.2,89.93,46.54,74.18,28.73,61.42,83.7
ACQ007407,Balanced Spender,211.17,206.96,203.22,187.89,169.39,222.1,218.71
ACQ007408,Frequent Traveler,238.36,101.86,50.97,82.23,34.6,73.27,105.07
ACQ007409,Dining Enthusiast,104.88,452.82,159.26,192.77,108.99,142.99,125.72
ACQ007410,Everyday Essentials,61.8,124.06,395.37,129.18,245.78,62.91,254.15
ACQ007411,Frequent Traveler,414.19,184.8,97.85,145.99,63.14,109.35,180.15
ACQ007412,Dining Enthusiast,108.21,479.81,174.03,220.47,112.79,172.97,152.77
ACQ007413,Dining Enthusiast,48.49,197.48,77.13,90.67,47.86,75.07,59.05
ACQ007414,Everyday Essentials,42.2,78.97,227.8,82.11,160.63,42.5,152.08
ACQ007415,Frequent Traveler,230.56,100.32,52.63,77.64,37.17,68.21,97.62
ACQ007416,Online Shopper,57.34,97.05,113.58,462.96,53.1,168.65,100.74
ACQ007417,Dining Enthusiast,102.15,387.45,127.23,186.93,96.6,137.04,119.89
ACQ007418,Everyday Essentials,49.15,127.07,316.14,113.24,222.11,53.05,232.46
ACQ007419,Frequent Traveler,255.8,117.9,59.71,89.48,38.33,82.48,119.56
ACQ007420,Dining Enthusiast,63.3,256.13,97.85,102.17,59.68,84.9,71.46
ACQ007421,Everyday Essentials,55.78,124.57,378.99,108.62,241.54,60.45,224.72
ACQ007422,Frequent Traveler,185.38,81.48,40.48,65.21,25.3,50.27,78.27
ACQ007423,Frequent Traveler,177.51,83.55,41.5,65.72,25.74,59.22,81.69
ACQ007424,Dining Enthusiast,75.83,307.6,106.97,133.16,72.37,115.22,93.71
ACQ007425,Online Shopper,53.71,101.32,96.2,494.53,45.33,143.27,101.84
ACQ007426,Dining Enthusiast,49.74,208.5,71.76,92.28,44.64,69.54,62.63
ACQ007427,Dining Enthusiast,52.34,227.51,78.75,107.38,54.21,86.69,66.24
ACQ007428,Online Shopper,53.11,123.74,117.82,570.47,62.82,184.16,114.51
ACQ007429,Everyday Essentials,29.82,56.94,166.57,56.27,118.66,29.88,115.4
ACQ007430,Online Shopper,58.81,115.09,114.54,578.35,61.2,189.09,121.98
ACQ007431,Dining Enthusiast,104.59,428.42,139.54,194.79,102.83,149.39,133.06
ACQ007432,Dining Enthusiast,71.33,294.44,106.04,131.21,67.45,98.47,78.46
ACQ007433,Frequent Traveler,288.86,115.09,69.88,105.08,44.86,82.45,122.83
ACQ007434,Online Shopper,71.43,133.12,147.03,659.42,70.29,235.49,139.31
ACQ007435,Everyday Essentials,51.22,98.9,303.75,105.75,190.95,55.05,204.76
ACQ007436,Everyday Essentials,29.28,55.58,159.59,60.93,113.53,28.14,120.72
ACQ007437,Dining Enthusiast,105.11,445.11,142.93,193.59,115.27,159.64,139.68
ACQ007438,Dining Enthusiast,83.03,382.41,130.81,163.67,90.65,131.36,114.41
ACQ007439,Frequent Traveler,282.78,134.11,64.5,110.78,42.88,88.0,126.02
ACQ007440,Frequent Traveler,183.92,81.78,44.01,60.91,24.74,52.55,78.57
ACQ007441,Online Shopper,70.57,124.74,122.76,578.9,66.06,182.71,123.03
ACQ007442,Frequent Traveler,338.41,140.25,81.34,116.41,47.3,96.96,157.64
ACQ007443,Dining Enthusiast,56.37,234.42,83.77,106.81,55.92,85.46,63.76
ACQ007444,Online Shopper,33.7,75.31,73.11,314.35,36.62,101.96,78.11
ACQ007445,Frequent Traveler,405.04,182.69,98.29,148.0,59.46,123.19,170.65
ACQ007446,Frequent Traveler,197.18,79.45,40.87,65.72,24.92,50.2,70.31
ACQ007447,Dining Enthusiast,89.43,387.36,132.9,177.05,81.09,135.26,117.51
ACQ007448,Online Shopper,60.8,141.8,140.84,662.21,75.87,203.41,133.16
ACQ007449,Dining Enthusiast,42.28,206.63,72.74,81.39,48.97,72.55,62.15
ACQ007450,Balanced Spender,213.79,183.77,189.16,176.62,179.86,200.05,214.25
ACQ007451,Dining Enthusiast,110.76,407.36,141.9,161.46,104.84,148.0,121.18
ACQ007452,Online Shopper,29.18,62.25,61.98,243.37,28.69,89.95,57.61
ACQ007453,Online Shopper,52.65,102.05,104.79,474.98,50.51,156.8,98.02
ACQ007454,Dining Enthusiast,66.89,288.86,97.46,118.09,65.2,112.18,88.95
ACQ007455,Online Shopper,72.38,163.59,140.91,629.42,69.66,219.88,135.85
ACQ007456,Dining Enthusiast,48.88,188.27,72.83,86.01,47.62,70.5,58.14
ACQ007457,Everyday Essentials,26.33,49.43,155.58,57.55,108.23,24.1,105.13
ACQ007458,Dining Enthusiast,65.83,263.58,96.53,111.68,61.45,91.34,73.06
ACQ007459,Balanced Spender,83.08,78.93,89.65,84.67,83.05,96.09,93.09
ACQ007460,Dining Enthusiast,94.11,434.42,148.92,179.96,106.89,132.86,128.28
ACQ007461,Online Shopper,31.26,65.24,66.59,284.49,30.74,89.9,64.0
ACQ007462,Dining Enthusiast,104.19,455.01,150.7,188.92,93.67,154.99,131.38
ACQ007463,Frequent Traveler,344.0,162.99,88.21,125.22,52.52,110.9,157.62
ACQ007464,Balanced Spender,167.12,184.44,181.01,177.66,187.65,176.65,190.48
ACQ007465,Frequent Traveler,304.94,114.65,67.01,90.76,42.32,84.47,133.73
ACQ007466,Balanced Spender,219.48,195.57,200.33,194.3,218.16,213.52,217.67
ACQ007467,Dining Enthusiast,69.35,303.28,93.15,126.61,65.46,98.58,84.79
ACQ007468,Dining Enthusiast,56.64,234.6,82.76,101.01,57.47,83.05,72.99
ACQ007469,Everyday Essentials,43.06,93.97,245.9,88.76,183.9,44.16,172.69
ACQ007470,Balanced Spender,107.87,97.31,103.95,106.88,113.41,106.36,109.73
ACQ007471,Balanced Spender,128.08,143.94,139.83,138.78,136.38,152.17,135.79
ACQ007472,Dining Enthusiast,45.0,199.47,68.86,72.94,49.26,67.76,60.7
ACQ007473,Online Shopper,40.93,81.85,83.18,396.87,40.64,127.43,79.9
ACQ007474,Everyday Essentials,25.59,50.5,145.12,46.61,98.21,26.83,101.15
ACQ007475,Online Shopper,60.81,134.94,135.91,620.86,69.22,194.93,129.69
ACQ007476,Everyday Essentials,53.3,103.26,312.06,101.93,221.69,51.77,205.05
ACQ007477,Everyday Essentials,25.44,54.65,169.03,55.71,106.27,26.51,104.14
ACQ007478,Frequent Traveler,310.87,117.95,65.79,95.73,43.53,75.45,113.71
ACQ007479,Online Shopper,55.91,122.78,117.58,542.51,56.68,166.53,115.37
ACQ007480,Online Shopper,25.14,55.54,52.6,211.47,25.43,77.2,50.75
ACQ007481,Online Shopper,43.66,92.55,95.31,420.85,43.84,145.3,87.42
ACQ007482,Dining Enthusiast,91.01,389.65,126.75,169.19,89.59,126.77,102.79
ACQ007483,Balanced Spender,196.11,188.75,205.63,197.54,197.97,203.92,208.46
ACQ007484,Frequent Traveler,321.02,143.72,75.22,111.53,46.96,85.31,142.27
ACQ007485,Online Shopper,27.12,49.34,54.94,263.44,28.19,78.01,55.12
ACQ007486,Dining Enthusiast,56.23,240.89,81.1,106.82,55.23,73.27,67.54
ACQ007487,Everyday Essentials,45.25,91.14,283.66,92.47,172.28,44.03,193.7
ACQ007488,Dining Enthusiast,41.52,182.12,62.41,85.26,45.0,67.65,52.69
ACQ007489,Frequent Traveler,398.51,164.68,92.35,138.61,53.75,105.27,158.63
ACQ007490,Balanced Spender,103.99,98.88,99.38,100.63,97.89,100.25,102.46
ACQ007491,Everyday Essentials,29.84,55.76,164.35,54.28,100.25,26.93,111.49
ACQ007492,Everyday Essentials,38.77,86.25,255.38,86.68,182.11,42.41,189.62
ACQ007493,Balanced Spender,160.05,154.67,170.87,163.6,169.37,165.67,178.52
ACQ007494,Dining Enthusiast,97.48,429.11,147.53,184.56,99.41,142.59,116.55
ACQ007495,Everyday Essentials,61.9,121.91,394.32,117.64,240.89,64.89,238.86
ACQ007496,Frequent Traveler,184.66,76.96,41.79,64.81,27.5,50.82,85.74
ACQ007497,Dining Enthusiast,81.21,353.29,125.35,134.19,74.38,122.96,100.83
ACQ007498,Online Shopper,26.77,51.44,54.77,268.88,28.73,83.26,53.62
ACQ007499,Balanced Spender,160.24,165.4,167.38,155.11,166.98,173.76,165.85
ACQ007500,Dining Enthusiast,66.58,270.0,102.7,140.52,69.16,103.06,85.68
ACQ007501,Everyday Essentials,67.21,148.08,398.66,149.36,293.37,68.43,269.63
ACQ007502,Online Shopper,41.52,89.75,78.43,366.33,39.73,119.3,82.82
ACQ007503,Dining Enthusiast,51.22,214.9,77.94,94.34,55.34,72.66,63.31
ACQ007504,Balanced Spender,124.82,111.82,130.88,131.28,126.43,136.87,133.5
ACQ007505,Online Shopper,40.08,76.65,79.01,336.24,35.44,116.67,76.32
ACQ007506,Frequent Traveler,262.79,110.14,61.31,89.76,35.06,82.56,113.44
ACQ007507,Balanced Spender,172.59,162.95,193.2,183.69,194.59,193.83,217.98
ACQ007508,Dining Enthusiast,113.38,509.95,159.35,205.5,110.02,156.58,134.14
ACQ007509,Frequent Traveler,411.38,184.95,89.83,140.96,61.12,121.69,183.2
ACQ007510,Online Shopper,32.58,58.3,64.25,290.31,30.5,90.63,60.57
ACQ007511,Balanced Spender,79.86,71.5,76.64,77.27,78.38,86.65,83.34
ACQ007512,Balanced Spender,88.74,99.43,92.15,88.96,94.32,95.16,95.87
ACQ007513,Dining Enthusiast,54.41,237.08,81.99,102.36,54.91,83.65,61.09
ACQ007514,Balanced Spender,142.2,164.91,150.78,149.13,145.04,159.31,166.82
ACQ007515,Online Shopper,58.55,113.14,123.51,518.82,57.77,143.87,112.66
ACQ007516,Dining Enthusiast,93.44,404.32,164.37,192.38,93.18,156.72,126.9
ACQ007517,Frequent Traveler,492.97,196.85,118.67,159.28,68.8,132.8,204.52
ACQ007518,Everyday Essentials,60.27,120.34,343.59,118.84,215.84,60.4,224.7
ACQ007519,Frequent Traveler,401.31,164.4,91.07,135.23,57.62,107.57,163.06
ACQ007520,Dining Enthusiast,82.79,383.71,130.93,161.35,92.72,125.2,101.22
ACQ007521,Dining Enthusiast,72.6,290.98,108.57,132.35,77.13,100.09,102.43
ACQ007522,Balanced Spender,184.52,157.59,173.9,171.65,168.84,177.85,185.91
ACQ007523,Balanced Spender,195.33,197.59,206.62,189.97,206.27,216.85,205.04
ACQ007524,Online Shopper,76.27,143.58,140.52,634.19,76.74,205.94,147.04
ACQ007525,Online Shopper,53.23,109.75,104.18,548.02,55.97,161.83,113.14
ACQ007526,Frequent Traveler,338.33,140.11,72.39,122.26,44.65,100.54,147.23
ACQ007527,Dining Enthusiast,80.42,363.16,121.88,151.96,82.1,132.48,101.67
ACQ007528,Dining Enthusiast,97.75,407.43,145.31,152.39,93.2,132.21,111.5
ACQ007529,Everyday Essentials,28.57,69.3,191.76,64.1,116.79,30.65,140.15
ACQ007530,Dining Enthusiast,105.58,446.34,160.6,204.63,101.89,156.83,129.13
ACQ007531,Online Shopper,70.07,137.96,134.84,577.16,70.4,198.05,135.25
ACQ007532,Online Shopper,73.65,137.98,137.92,567.31,68.29,202.86,128.31
ACQ007533,Everyday Essentials,36.78,70.35,228.84,71.27,140.1,35.83,141.23
ACQ007534,Online Shopper,39.58,81.59,77.49,322.07,41.45,107.95,72.34
ACQ007535,Frequent Traveler,523.22,213.67,119.65,177.27,73.64,151.85,226.82
ACQ007536,Frequent Traveler,314.22,121.75,68.65,93.97,44.38,81.06,130.16
ACQ007537,Dining Enthusiast,89.12,351.12,129.75,160.25,99.13,137.6,113.82
ACQ007538,Online Shopper,50.27,100.99,104.34,428.73,48.24,162.41,107.6
ACQ007539,Balanced Spender,165.24,166.83,188.76,180.49,180.88,182.17,188.44
ACQ007540,Dining Enthusiast,60.82,258.27,92.19,114.95,59.75,89.87,72.18
ACQ007541,Frequent Traveler,306.66,137.27,64.35,103.81,42.99,87.54,130.46
ACQ007542,Online Shopper,59.37,118.53,121.81,544.6,58.13,182.34,118.26
ACQ007543,Balanced Spender,196.11,212.95,217.65,209.16,201.36,224.28,226.89
ACQ007544,Everyday Essentials,30.79,54.73,165.94,58.46,116.99,28.83,118.89
ACQ007545,Online Shopper,60.21,115.58,118.13,551.58,63.96,176.89,127.24
ACQ007546,Balanced Spender,135.29,141.47,146.0,144.74,136.32,151.45,140.52
ACQ007547,Dining Enthusiast,80.76,368.55,116.23,140.92,74.27,110.55,102.01
ACQ007548,Dining Enthusiast,70.12,283.48,89.61,119.44,63.71,97.82,82.81
ACQ007549,Dining Enthusiast,102.81,406.96,149.77,190.21,104.18,156.86,126.85
ACQ007550,Dining Enthusiast,94.21,417.07,146.6,183.54,97.2,154.88,130.95
ACQ007551,Frequent Traveler,465.03,187.12,104.59,149.25,65.34,128.83,191.74
ACQ007552,Frequent Traveler,327.66,134.39,76.97,106.73,41.55,82.25,139.55
ACQ007553,Dining Enthusiast,43.77,181.56,55.75,81.5,44.17,63.91,52.11
ACQ007554,Online Shopper,54.21,111.54,105.06,478.85,50.86,148.89,90.97
ACQ007555,Everyday Essentials,77.7,157.31,418.69,143.09,299.47,75.62,298.17
ACQ007556,Online Shopper,72.6,134.5,147.49,642.78,66.84,211.72,139.6
ACQ007557,Everyday Essentials,36.86,81.58,220.3,80.72,156.97,37.19,167.65
ACQ007558,Frequent Traveler,358.27,138.38,78.13,113.57,49.07,100.51,135.94
ACQ007559,Everyday Essentials,65.53,120.55,385.29,131.75,245.3,63.42,209.45
ACQ007560,Frequent Traveler,415.53,161.78,92.56,139.69,56.17,118.05,185.23
ACQ007561,Dining Enthusiast,53.77,264.45,90.98,114.85,64.09,91.11,76.23
ACQ007562,Dining Enthusiast,59.08,260.18,89.68,110.24,62.14,89.13,74.79
ACQ007563,Dining Enthusiast,46.3,223.08,69.52,86.95,48.61,69.87,63.89
ACQ007564,Everyday Essentials,44.96,85.82,261.22,86.96,184.32,43.76,176.74
ACQ007565,Online Shopper,27.02,60.15,52.91,235.04,26.08,82.58,56.97
ACQ007566,Balanced Spender,72.65,71.5,66.0,71.13,71.87,81.28,72.68
ACQ007567,Dining Enthusiast,59.89,230.63,87.49,108.17,61.96,95.04,76.28
ACQ007568,Everyday Essentials,67.81,142.18,454.57,153.29,292.56,79.34,298.79
ACQ007569,Balanced Spender,174.59,183.52,180.92,190.12,186.04,195.14,187.13
ACQ007570,Everyday Essentials,55.57,113.53,374.18,103.68,219.6,53.73,263.68
ACQ007571,Everyday Essentials,39.82,81.96,237.49,83.18,164.29,41.86,150.96
ACQ007572,Frequent Traveler,533.74,234.42,124.32,181.65,71.9,144.73,223.8
ACQ007573,Balanced Spender,85.79,82.5,85.0,78.42,84.91,90.4,78.45
ACQ007574,Frequent Traveler,172.62,76.6,39.81,57.7,25.78,46.68,80.08
ACQ007575,Balanced Spender,116.07,119.64,126.28,115.49,114.73,122.9,126.4
ACQ007576,Balanced Spender,172.87,150.27,149.55,143.28,161.34,169.9,173.32
ACQ007577,Online Shopper,66.92,151.86,143.32,615.23,61.89,209.92,142.92
ACQ007578,Frequent Traveler,353.47,153.9,87.33,135.21,54.98,104.07,174.66
ACQ007579,Balanced Spender,182.7,178.84,187.69,182.85,185.57,196.13,213.57
ACQ007580,Balanced Spender,148.15,133.88,135.76,133.7,132.34,143.51,155.25
ACQ007581,Frequent Traveler,412.79,190.11,101.47,152.31,60.7,102.51,184.43
ACQ007582,Dining Enthusiast,110.94,483.08,147.48,207.71,108.06,169.33,130.57
ACQ007583,Dining Enthusiast,110.57,476.15,167.65,215.23,111.12,159.68,143.99
ACQ007584,Frequent Traveler,475.89,216.65,112.95,160.27,65.99,154.19,204.66
ACQ007585,Dining Enthusiast,90.71,441.72,156.5,182.64,99.47,149.52,132.08
ACQ007586,Everyday Essentials,57.9,108.43,316.42,112.48,232.14,59.18,217.62
ACQ007587,Dining Enthusiast,76.27,325.07,104.21,137.08,77.11,112.48,95.15
ACQ007588,Online Shopper,67.5,134.4,134.39,651.38,74.3,217.72,141.64
ACQ007589,Frequent Traveler,464.14,186.72,96.31,163.72,61.64,123.35,172.58
ACQ007590,Online Shopper,49.9,96.27,102.42,458.94,51.47,161.47,96.35
ACQ007591,Everyday Essentials,46.4,94.26,264.29,97.45,189.43,50.58,197.73
ACQ007592,Dining Enthusiast,46.34,185.65,71.32,86.87,46.56,65.87,56.83
ACQ007593,Online Shopper,70.81,128.22,143.07,667.88,74.78,233.55,154.9
ACQ007594,Dining Enthusiast,63.39,282.82,91.02,119.25,64.85,92.75,87.54
ACQ007595,Dining Enthusiast,90.03,399.18,135.63,165.06,83.27,132.77,113.41
ACQ007596,Balanced Spender,77.84,84.13,73.09,75.69,81.19,85.04,90.55
ACQ007597,Online Shopper,58.4,128.52,120.58,569.04,60.22,211.43,125.33
ACQ007598,Everyday Essentials,51.39,95.92,274.68,92.21,185.4,48.91,181.28
ACQ007599,Frequent Traveler,411.12,183.65,105.94,140.49,62.34,123.3,197.4
ACQ007600,Dining Enthusiast,110.67,504.52,178.22,201.19,101.69,165.61,134.3
ACQ007601,Dining Enthusiast,102.91,472.1,149.88,208.66,103.11,148.61,131.76
ACQ007602,Frequent Traveler,244.18,107.06,59.43,88.17,36.94,66.66,102.85
ACQ007603,Dining Enthusiast,55.73,273.83,81.77,118.24,59.2,89.58,63.83
ACQ007604,Online Shopper,36.19,66.42,66.78,297.95,32.77,104.58,63.28
ACQ007605,Online Shopper,48.89,80.27,96.05,385.19,43.49,150.85,90.36
ACQ007606,Frequent Traveler,283.15,143.63,70.69,106.97,44.23,87.22,138.12
ACQ007607,Dining Enthusiast,77.06,348.72,114.89,149.05,69.99,116.63,90.11
ACQ007608,Online Shopper,36.46,76.26,73.33,303.36,35.09,99.21,76.01
ACQ007609,Online Shopper,73.47,144.72,143.24,616.66,70.51,229.05,148.13
ACQ007610,Everyday Essentials,55.69,106.41,315.77,100.22,202.8,53.05,219.81
ACQ007611,Dining Enthusiast,64.27,259.4,100.87,121.99,64.32,91.66,76.78
ACQ007612,Balanced Spender,170.64,198.22,170.64,181.64,203.18,199.65,208.52
ACQ007613,Everyday Essentials,35.94,79.03,201.05,72.06,139.59,36.37,148.81
ACQ007614,Online Shopper,60.45,136.38,132.66,606.55,63.93,195.89,132.04
ACQ007615,Online Shopper,51.83,97.28,113.47,468.51,52.92,161.64,107.99
ACQ007616,Dining Enthusiast,96.46,424.95,143.55,178.76,97.64,149.43,120.93
ACQ007617,Frequent Traveler,424.53,166.87,99.47,143.42,59.48,121.73,188.21
ACQ007618,Dining Enthusiast,66.52,271.46,99.94,122.58,68.72,105.23,81.77
ACQ007619,Dining Enthusiast,91.93,403.42,135.98,175.42,94.66,147.77,104.9
ACQ007620,Everyday Essentials,42.16,88.24,254.22,82.3,166.35,40.03,173.85
ACQ007621,Frequent Traveler,494.41,208.71,98.37,146.79,64.3,137.49,206.53
ACQ007622,Dining Enthusiast,60.53,278.85,92.47,109.84,59.36,92.23,74.27
ACQ007623,Dining Enthusiast,104.13,494.18,144.4,167.06,107.22,153.53,134.55
ACQ007624,Everyday Essentials,30.65,57.2,181.18,54.8,118.35,30.92,129.39
ACQ007625,Everyday Essentials,30.47,56.63,187.34,55.88,117.84,29.39,108.8
ACQ007626,Online Shopper,41.93,68.14,76.7,330.06,38.55,115.04,71.72
ACQ007627,Online Shopper,58.95,104.34,109.94,499.57,53.58,162.14,106.61
ACQ007628,Frequent Traveler,350.87,153.76,85.77,122.75,56.24,106.0,160.22
ACQ007629,Dining Enthusiast,93.6,403.88,134.54,184.17,98.38,126.2,130.05
ACQ007630,Everyday Essentials,28.75,53.56,167.28,52.18,110.54,27.72,106.02
ACQ007631,Balanced Spender,113.96,125.22,115.87,118.75,111.92,128.55,131.0
ACQ007632,Everyday Essentials,31.87,64.43,199.91,66.14,133.77,31.63,131.79
ACQ007633,Dining Enthusiast,44.46,190.99,68.86,85.69,44.08,69.1,56.98
ACQ007634,Balanced Spender,138.71,126.65,126.01,116.79,134.55,142.09,134.01
ACQ007635,Frequent Traveler,201.1,82.62,46.19,74.24,28.93,58.85,84.81
ACQ007636,Dining Enthusiast,84.8,386.48,129.99,169.69,86.23,135.71,110.53
ACQ007637,Frequent Traveler,457.66,192.17,101.11,148.55,65.58,135.04,190.65
ACQ007638,Balanced Spender,192.01,176.1,178.98,195.9,171.68,192.89,186.05
ACQ007639,Balanced Spender,91.25,81.78,86.93,89.55,88.03,92.63,97.19
ACQ007640,Everyday Essentials,39.26,71.42,196.5,65.55,142.09,35.9,140.2
ACQ007641,Everyday Essentials,64.92,142.19,439.79,122.58,299.14,71.12,294.67
ACQ007642,Dining Enthusiast,49.83,225.34,70.0,91.69,52.7,69.85,63.53
ACQ007643,Frequent Traveler,332.14,138.17,65.85,102.7,44.83,85.59,144.39
ACQ007644,Frequent Traveler,249.19,106.31,57.71,90.05,36.98,72.1,104.87
ACQ007645,Balanced Spender,93.84,101.7,101.85,110.33,105.96,110.08,106.39
ACQ007646,Online Shopper,50.42,93.53,87.31,407.69,47.07,138.48,95.71
ACQ007647,Online Shopper,72.73,134.7,144.61,678.9,75.54,217.65,141.55
