customer_id,campaign_id,channel,card_product,activation_date,home_state,age
ACQ014947,CMP00023,In-App,Amex Cash Magnet,2025-05-18,CO,44
ACQ014948,CMP00023,In-App,Amex Cash Magnet,2025-05-14,GA,25
ACQ014949,CMP00023,In-App,Amex Cash Magnet,2025-05-20,PA,47
ACQ014950,CMP00023,In-App,Amex Cash Magnet,2025-05-22,AZ,25
ACQ014951,CMP00023,In-App,Amex Cash Magnet,2025-05-29,MN,27
ACQ014952,CMP00023,In-App,Amex Cash Magnet,2025-05-16,TN,32
ACQ014953,CMP00023,In-App,Amex Cash Magnet,2025-05-22,NC,46
ACQ014954,CMP00023,In-App,Amex Cash Magnet,2025-05-27,MN,29
ACQ014955,CMP00023,In-App,Amex Cash Magnet,2025-05-13,TN,26
ACQ014956,CMP00023,In-App,Amex Cash Magnet,2025-05-05,MN,61
ACQ014957,CMP00023,In-App,Amex Cash Magnet,2025-05-28,NJ,49
ACQ014958,CMP00023,In-App,Amex Cash Magnet,2025-05-28,IL,22
ACQ014959,CMP00023,In-App,Amex Cash Magnet,2025-05-21,MD,58
ACQ014960,CMP00023,In-App,Amex Cash Magnet,2025-05-23,WA,40
ACQ014961,CMP00023,In-App,Amex Cash Magnet,2025-05-13,MA,30
ACQ014962,CMP00023,In-App,Amex Cash Magnet,2025-05-07,IL,56
ACQ014963,CMP00023,In-App,Amex Cash Magnet,2025-05-03,TX,46
ACQ014964,CMP00023,In-App,Amex Cash Magnet,2025-05-05,NC,45
ACQ014965,CMP00023,In-App,Amex Cash Magnet,2025-05-21,MA,57
ACQ014966,CMP00023,In-App,Amex Cash Magnet,2025-05-16,VA,27
ACQ014967,CMP00023,In-App,Amex Cash Magnet,2025-05-08,CA,48
ACQ014968,CMP00023,In-App,Amex Cash Magnet,2025-05-11,TN,59
ACQ014969,CMP00023,In-App,Amex Cash Magnet,2025-05-28,CA,40
ACQ014970,CMP00023,In-App,Amex Cash Magnet,2025-05-17,TX,64
ACQ014971,CMP00023,In-App,Amex Cash Magnet,2025-05-05,VA,63
ACQ014972,CMP00023,In-App,Amex Cash Magnet,2025-05-08,VA,21
ACQ014973,CMP00023,In-App,Amex Cash Magnet,2025-05-08,NC,36
ACQ014974,CMP00023,In-App,Amex Cash Magnet,2025-05-21,TX,64
ACQ014975,CMP00023,In-App,Amex Cash Magnet,2025-05-30,CA,65
ACQ014976,CMP00023,In-App,Amex Cash Magnet,2025-05-20,NC,42
ACQ014977,CMP00023,In-App,Amex Cash Magnet,2025-05-02,VA,39
ACQ014978,CMP00023,In-App,Amex Cash Magnet,2025-05-03,TX,23
ACQ014979,CMP00023,In-App,Amex Cash Magnet,2025-05-15,NC,23
ACQ014980,CMP00023,In-App,Amex Cash Magnet,2025-05-11,MI,62
ACQ014981,CMP00023,In-App,Amex Cash Magnet,2025-05-28,WA,58
ACQ014982,CMP00023,In-App,Amex Cash Magnet,2025-05-26,CA,26
ACQ014983,CMP00023,In-App,Amex Cash Magnet,2025-05-29,WI,25
ACQ014984,CMP00023,In-App,Amex Cash Magnet,2025-05-23,WA,34
ACQ014985,CMP00023,In-App,Amex Cash Magnet,2025-05-07,AZ,38
ACQ014986,CMP00023,In-App,Amex Cash Magnet,2025-05-06,CA,33
ACQ014987,CMP00023,In-App,Amex Cash Magnet,2025-05-30,PA,50
ACQ014988,CMP00023,In-App,Amex Cash Magnet,2025-05-07,TX,35
ACQ014989,CMP00023,In-App,Amex Cash Magnet,2025-05-07,PA,47
ACQ014990,CMP00023,In-App,Amex Cash Magnet,2025-05-06,OH,51
ACQ014991,CMP00023,In-App,Amex Cash Magnet,2025-05-27,TX,30
ACQ014992,CMP00023,In-App,Amex Cash Magnet,2025-05-21,NY,63
ACQ014993,CMP00023,In-App,Amex Cash Magnet,2025-05-22,FL,38
ACQ014994,CMP00023,In-App,Amex Cash Magnet,2025-05-31,NY,29
ACQ014995,CMP00023,In-App,Amex Cash Magnet,2025-05-04,FL,51
ACQ014996,CMP00023,In-App,Amex Cash Magnet,2025-05-06,IL,64
ACQ014997,CMP00023,In-App,Amex Cash Magnet,2025-05-15,NY,61
ACQ014998,CMP00023,In-App,Amex Cash Magnet,2025-05-28,NJ,64
ACQ014999,CMP00023,In-App,Amex Cash Magnet,2025-05-05,MA,55
ACQ015000,CMP00023,In-App,Amex Cash Magnet,2025-05-09,OH,30
ACQ015001,CMP00023,In-App,Amex Cash Magnet,2025-05-18,WA,51
ACQ015002,CMP00023,In-App,Amex Cash Magnet,2025-05-07,FL,61
ACQ015003,CMP00023,In-App,Amex Cash Magnet,2025-05-11,TX,48
ACQ015004,CMP00023,In-App,Amex Cash Magnet,2025-05-24,MD,56
ACQ015005,CMP00023,In-App,Amex Cash Magnet,2025-05-16,CO,62
ACQ015006,CMP00023,In-App,Amex Cash Magnet,2025-05-23,NY,35
ACQ015007,CMP00023,In-App,Amex Cash Magnet,2025-05-30,MD,36
ACQ015008,CMP00023,In-App,Amex Cash Magnet,2025-05-12,PA,50
ACQ015009,CMP00023,In-App,Amex Cash Magnet,2025-05-18,PA,42
ACQ015010,CMP00023,In-App,Amex Cash Magnet,2025-05-06,WA,27
ACQ015011,CMP00023,In-App,Amex Cash Magnet,2025-05-28,AZ,45
ACQ015012,CMP00023,In-App,Amex Cash Magnet,2025-05-28,PA,65
ACQ015013,CMP00023,In-App,Amex Cash Magnet,2025-05-20,IL,53
ACQ015014,CMP00023,In-App,Amex Cash Magnet,2025-05-23,NJ,51
ACQ015015,CMP00023,In-App,Amex Cash Magnet,2025-05-13,CA,28
ACQ015016,CMP00023,In-App,Amex Cash Magnet,2025-05-14,MN,60
ACQ015017,CMP00023,In-App,Amex Cash Magnet,2025-05-02,TX,24
ACQ015018,CMP00023,In-App,Amex Cash Magnet,2025-05-23,IL,31
ACQ015019,CMP00023,In-App,Amex Cash Magnet,2025-05-21,CA,41
ACQ015020,CMP00023,In-App,Amex Cash Magnet,2025-05-05,TX,54
ACQ015021,CMP00023,In-App,Amex Cash Magnet,2025-05-13,OH,46
ACQ015022,CMP00023,In-App,Amex Cash Magnet,2025-05-12,FL,52
ACQ015023,CMP00023,In-App,Amex Cash Magnet,2025-05-04,PA,45
ACQ015024,CMP00023,In-App,Amex Cash Magnet,2025-05-24,PA,44
ACQ015025,CMP00023,In-App,Amex Cash Magnet,2025-05-15,VA,38
ACQ015026,CMP00023,In-App,Amex Cash Magnet,2025-05-12,MA,62
ACQ015027,CMP00023,In-App,Amex Cash Magnet,2025-05-16,MI,64
ACQ015028,CMP00023,In-App,Amex Cash Magnet,2025-05-04,MA,29
ACQ015029,CMP00023,In-App,Amex Cash Magnet,2025-05-13,FL,39
ACQ015030,CMP00023,In-App,Amex Cash Magnet,2025-05-03,WI,38
ACQ015031,CMP00023,In-App,Amex Cash Magnet,2025-05-14,OH,29
ACQ015032,CMP00023,In-App,Amex Cash Magnet,2025-05-21,MI,46
ACQ015033,CMP00023,In-App,Amex Cash Magnet,2025-05-11,OH,50
ACQ015034,CMP00023,In-App,Amex Cash Magnet,2025-05-06,TN,26
ACQ015035,CMP00023,In-App,Amex Cash Magnet,2025-05-25,MA,22
ACQ015036,CMP00023,In-App,Amex Cash Magnet,2025-05-10,NC,57
ACQ015037,CMP00023,In-App,Amex Cash Magnet,2025-05-11,NC,29
ACQ015038,CMP00023,In-App,Amex Cash Magnet,2025-05-09,CO,58
ACQ015039,CMP00023,In-App,Amex Cash Magnet,2025-05-11,MN,41
ACQ015040,CMP00023,In-App,Amex Cash Magnet,2025-05-15,WA,59
ACQ015041,CMP00023,In-App,Amex Cash Magnet,2025-05-24,NY,60
ACQ015042,CMP00023,In-App,Amex Cash Magnet,2025-05-23,NY,60
ACQ015043,CMP00023,In-App,Amex Cash Magnet,2025-05-24,NY,37
ACQ015044,CMP00023,In-App,Amex Cash Magnet,2025-05-30,WA,55
ACQ015045,CMP00023,In-App,Amex Cash Magnet,2025-05-11,TN,32
ACQ015046,CMP00023,In-App,Amex Cash Magnet,2025-05-05,CA,29
ACQ015047,CMP00023,In-App,Amex Cash Magnet,2025-05-28,MN,54
ACQ015048,CMP00023,In-App,Amex Cash Magnet,2025-05-23,NC,42
ACQ015049,CMP00023,In-App,Amex Cash Magnet,2025-05-27,WI,65
ACQ015050,CMP00023,In-App,Amex Cash Magnet,2025-05-31,MA,50
ACQ015051,CMP00023,In-App,Amex Cash Magnet,2025-05-03,TX,42
ACQ015052,CMP00023,In-App,Amex Cash Magnet,2025-05-13,WA,46
ACQ015053,CMP00023,In-App,Amex Cash Magnet,2025-05-21,NC,40
ACQ015054,CMP00023,In-App,Amex Cash Magnet,2025-05-16,MD,21
ACQ015055,CMP00023,In-App,Amex Cash Magnet,2025-05-08,NJ,23
ACQ015056,CMP00023,In-App,Amex Cash Magnet,2025-05-02,CA,54
ACQ015057,CMP00023,In-App,Amex Cash Magnet,2025-05-30,GA,47
ACQ015058,CMP00023,In-App,Amex Cash Magnet,2025-05-22,MD,59
ACQ015059,CMP00023,In-App,Amex Cash Magnet,2025-05-29,MI,34
ACQ015060,CMP00023,In-App,Amex Cash Magnet,2025-05-09,NJ,24
ACQ015061,CMP00023,In-App,Amex Cash Magnet,2025-05-27,TX,23
ACQ015062,CMP00023,In-App,Amex Cash Magnet,2025-05-13,MN,37
ACQ015063,CMP00023,In-App,Amex Cash Magnet,2025-05-07,MD,62
ACQ015064,CMP00023,In-App,Amex Cash Magnet,2025-05-19,IL,60
ACQ015065,CMP00023,In-App,Amex Cash Magnet,2025-05-27,NY,65
ACQ015066,CMP00023,In-App,Amex Cash Magnet,2025-05-19,NJ,64
ACQ015067,CMP00023,In-App,Amex Cash Magnet,2025-05-14,VA,63
ACQ015068,CMP00023,In-App,Amex Cash Magnet,2025-05-14,AZ,48
ACQ015069,CMP00023,In-App,Amex Cash Magnet,2025-05-30,NC,58
ACQ015070,CMP00023,In-App,Amex Cash Magnet,2025-05-23,FL,44
ACQ015071,CMP00023,In-App,Amex Cash Magnet,2025-05-19,NJ,43
ACQ015072,CMP00023,In-App,Amex Cash Magnet,2025-05-28,MD,32
ACQ015073,CMP00023,In-App,Amex Cash Magnet,2025-05-16,OH,26
ACQ015074,CMP00023,In-App,Amex Cash Magnet,2025-05-05,TX,62
ACQ015075,CMP00023,In-App,Amex Cash Magnet,2025-05-15,NC,34
ACQ015076,CMP00023,In-App,Amex Cash Magnet,2025-05-29,NC,64
ACQ015077,CMP00023,In-App,Amex Cash Magnet,2025-05-28,GA,64
ACQ015078,CMP00023,In-App,Amex Cash Magnet,2025-05-13,MI,40
ACQ015079,CMP00023,In-App,Amex Cash Magnet,2025-05-15,IL,25
ACQ015080,CMP00023,In-App,Amex Cash Magnet,2025-05-10,AZ,44
ACQ015081,CMP00023,In-App,Amex Cash Magnet,2025-05-16,MD,58
ACQ015082,CMP00023,In-App,Amex Cash Magnet,2025-05-10,NJ,52
ACQ015083,CMP00023,In-App,Amex Cash Magnet,2025-05-21,MN,25
ACQ015084,CMP00023,In-App,Amex Cash Magnet,2025-05-13,GA,34
ACQ015085,CMP00023,In-App,Amex Cash Magnet,2025-05-28,WA,48
ACQ015086,CMP00023,In-App,Amex Cash Magnet,2025-05-07,GA,46
ACQ015087,CMP00023,In-App,Amex Cash Magnet,2025-05-27,MD,29
ACQ015088,CMP00023,In-App,Amex Cash Magnet,2025-05-28,VA,61
ACQ015089,CMP00023,In-App,Amex Cash Magnet,2025-05-16,MA,26
ACQ015090,CMP00023,In-App,Amex Cash Magnet,2025-05-18,FL,59
ACQ015091,CMP00023,In-App,Amex Cash Magnet,2025-05-24,NC,61
ACQ015092,CMP00023,In-App,Amex Cash Magnet,2025-05-21,MI,51
ACQ015093,CMP00023,In-App,Amex Cash Magnet,2025-05-30,MN,37
ACQ015094,CMP00023,In-App,Amex Cash Magnet,2025-05-11,MI,33
ACQ015095,CMP00023,In-App,Amex Cash Magnet,2025-05-16,IL,47
ACQ015096,CMP00023,In-App,Amex Cash Magnet,2025-05-19,MA,59
ACQ015097,CMP00023,In-App,Amex Cash Magnet,2025-05-19,CA,61
ACQ015098,CMP00023,In-App,Amex Cash Magnet,2025-05-20,VA,30
ACQ015099,CMP00023,In-App,Amex Cash Magnet,2025-05-08,CO,53
ACQ015100,CMP00023,In-App,Amex Cash Magnet,2025-05-26,MD,27
ACQ015101,CMP00023,In-App,Amex Cash Magnet,2025-05-29,MD,27
ACQ015102,CMP00023,In-App,Amex Cash Magnet,2025-05-13,NJ,46
ACQ015103,CMP00023,In-App,Amex Cash Magnet,2025-05-18,MD,22
ACQ015104,CMP00023,In-App,Amex Cash Magnet,2025-05-11,AZ,50
ACQ015105,CMP00023,In-App,Amex Cash Magnet,2025-05-27,OH,40
ACQ015106,CMP00023,In-App,Amex Cash Magnet,2025-05-04,CO,51
ACQ015107,CMP00023,In-App,Amex Cash Magnet,2025-05-03,MD,48
ACQ015108,CMP00023,In-App,Amex Cash Magnet,2025-05-25,NY,53
ACQ015109,CMP00023,In-App,Amex Cash Magnet,2025-05-03,VA,58
ACQ015110,CMP00023,In-App,Amex Cash Magnet,2025-05-16,OH,52
ACQ015111,CMP00023,In-App,Amex Cash Magnet,2025-05-21,WI,37
ACQ015112,CMP00023,In-App,Amex Cash Magnet,2025-05-23,IL,21
ACQ015113,CMP00023,In-App,Amex Cash Magnet,2025-05-29,GA,41
ACQ015114,CMP00023,In-App,Amex Cash Magnet,2025-05-24,NJ,59
ACQ015115,CMP00023,In-App,Amex Cash Magnet,2025-05-26,VA,35
ACQ015116,CMP00023,In-App,Amex Cash Magnet,2025-05-12,MA,38
ACQ015117,CMP00023,In-App,Amex Cash Magnet,2025-05-24,AZ,41
ACQ015118,CMP00023,In-App,Amex Cash Magnet,2025-05-07,CA,44
ACQ015119,CMP00023,In-App,Amex Cash Magnet,2025-05-14,VA,59
ACQ015120,CMP00023,In-App,Amex Cash Magnet,2025-05-12,WA,25
ACQ015121,CMP00023,In-App,Amex Cash Magnet,2025-05-22,MN,29
ACQ015122,CMP00023,In-App,Amex Cash Magnet,2025-05-02,GA,44
ACQ015123,CMP00023,In-App,Amex Cash Magnet,2025-05-14,MD,55
ACQ015124,CMP00023,In-App,Amex Cash Magnet,2025-05-15,GA,53
ACQ015125,CMP00023,In-App,Amex Cash Magnet,2025-05-27,MN,39
ACQ015126,CMP00023,In-App,Amex Cash Magnet,2025-05-20,TX,36
ACQ015127,CMP00023,In-App,Amex Cash Magnet,2025-05-24,TN,28
ACQ015128,CMP00023,In-App,Amex Cash Magnet,2025-05-08,VA,37
ACQ015129,CMP00023,In-App,Amex Cash Magnet,2025-05-05,OH,43
ACQ015130,CMP00023,In-App,Amex Cash Magnet,2025-05-24,PA,43
ACQ015131,CMP00023,In-App,Amex Cash Magnet,2025-05-26,GA,53
ACQ015132,CMP00023,In-App,Amex Cash Magnet,2025-05-20,MA,24
ACQ015133,CMP00023,In-App,Amex Cash Magnet,2025-05-06,TX,52
ACQ015134,CMP00023,In-App,Amex Cash Magnet,2025-05-10,WI,40
ACQ015135,CMP00023,In-App,Amex Cash Magnet,2025-05-21,NJ,64
ACQ015136,CMP00023,In-App,Amex Cash Magnet,2025-05-16,FL,61
ACQ015137,CMP00023,In-App,Amex Cash Magnet,2025-05-30,WA,27
ACQ015138,CMP00023,In-App,Amex Cash Magnet,2025-05-06,AZ,26
ACQ015139,CMP00023,In-App,Amex Cash Magnet,2025-05-09,FL,26
ACQ015140,CMP00023,In-App,Amex Cash Magnet,2025-05-19,VA,29
ACQ015141,CMP00023,In-App,Amex Cash Magnet,2025-05-15,NC,62
ACQ015142,CMP00023,In-App,Amex Cash Magnet,2025-05-20,WI,35
ACQ015143,CMP00023,In-App,Amex Cash Magnet,2025-05-04,NJ,58
ACQ015144,CMP00023,In-App,Amex Cash Magnet,2025-05-10,OH,31
ACQ015145,CMP00023,In-App,Amex Cash Magnet,2025-05-14,WI,50
ACQ015146,CMP00023,In-App,Amex Cash Magnet,2025-05-22,MA,36
ACQ015147,CMP00023,In-App,Amex Cash Magnet,2025-05-17,AZ,42
ACQ015148,CMP00023,In-App,Amex Cash Magnet,2025-05-05,IL,30
ACQ015149,CMP00023,In-App,Amex Cash Magnet,2025-05-25,AZ,23
ACQ015150,CMP00023,In-App,Amex Cash Magnet,2025-05-03,WI,46
ACQ015151,CMP00023,In-App,Amex Cash Magnet,2025-05-25,WI,54
ACQ015152,CMP00023,In-App,Amex Cash Magnet,2025-05-14,TX,49
ACQ015153,CMP00023,In-App,Amex Cash Magnet,2025-05-27,OH,49
ACQ015154,CMP00023,In-App,Amex Cash Magnet,2025-05-06,CA,29
ACQ015155,CMP00023,In-App,Amex Cash Magnet,2025-05-09,WA,33
ACQ015156,CMP00023,In-App,Amex Cash Magnet,2025-05-11,MN,46
ACQ015157,CMP00023,In-App,Amex Cash Magnet,2025-05-25,CA,26
ACQ015158,CMP00023,In-App,Amex Cash Magnet,2025-05-20,MD,49
ACQ015159,CMP00023,In-App,Amex Cash Magnet,2025-05-28,WI,53
ACQ015160,CMP00023,In-App,Amex Cash Magnet,2025-05-06,CO,36
ACQ015161,CMP00023,In-App,Amex Cash Magnet,2025-05-28,MD,65
ACQ015162,CMP00023,In-App,Amex Cash Magnet,2025-05-25,FL,55
ACQ015163,CMP00023,In-App,Amex Cash Magnet,2025-05-23,MA,49
ACQ015164,CMP00023,In-App,Amex Cash Magnet,2025-05-28,NY,39
ACQ015165,CMP00023,In-App,Amex Cash Magnet,2025-05-11,PA,63
ACQ015166,CMP00023,In-App,Amex Cash Magnet,2025-05-20,CA,64
ACQ015167,CMP00023,In-App,Amex Cash Magnet,2025-05-28,MI,27
ACQ015168,CMP00023,In-App,Amex Cash Magnet,2025-05-09,WA,40
ACQ015169,CMP00023,In-App,Amex Cash Magnet,2025-05-25,MA,38
ACQ015170,CMP00023,In-App,Amex Cash Magnet,2025-05-14,VA,58
ACQ015171,CMP00023,In-App,Amex Cash Magnet,2025-05-06,AZ,31
ACQ015172,CMP00023,In-App,Amex Cash Magnet,2025-05-04,NY,49
ACQ015173,CMP00023,In-App,Amex Cash Magnet,2025-05-29,MA,56
ACQ015174,CMP00023,In-App,Amex Cash Magnet,2025-05-17,TX,21
ACQ015175,CMP00023,In-App,Amex Cash Magnet,2025-05-22,OH,37
ACQ015176,CMP00023,In-App,Amex Cash Magnet,2025-05-11,TN,48
ACQ015177,CMP00023,In-App,Amex Cash Magnet,2025-05-03,MN,47
ACQ015178,CMP00023,In-App,Amex Cash Magnet,2025-05-05,MA,38
ACQ015179,CMP00023,In-App,Amex Cash Magnet,2025-05-23,MI,45
ACQ015180,CMP00023,In-App,Amex Cash Magnet,2025-05-06,VA,63
ACQ015181,CMP00023,In-App,Amex Cash Magnet,2025-05-21,WI,25
ACQ015182,CMP00023,In-App,Amex Cash Magnet,2025-05-22,OH,64
ACQ015183,CMP00023,In-App,Amex Cash Magnet,2025-05-24,CA,28
ACQ015184,CMP00023,In-App,Amex Cash Magnet,2025-05-02,MA,21
ACQ015185,CMP00023,In-App,Amex Cash Magnet,2025-05-16,CA,33
ACQ015186,CMP00023,In-App,Amex Cash Magnet,2025-05-06,NC,57
ACQ015187,CMP00023,In-App,Amex Cash Magnet,2025-05-21,WI,35
ACQ015188,CMP00023,In-App,Amex Cash Magnet,2025-05-23,AZ,30
ACQ015189,CMP00023,In-App,Amex Cash Magnet,2025-05-09,AZ,25
ACQ015190,CMP00023,In-App,Amex Cash Magnet,2025-05-06,NY,47
ACQ015191,CMP00023,In-App,Amex Cash Magnet,2025-05-13,NC,57
ACQ015192,CMP00023,In-App,Amex Cash Magnet,2025-05-25,MD,21
ACQ015193,CMP00023,In-App,Amex Cash Magnet,2025-05-28,TX,60
ACQ015194,CMP00023,In-App,Amex Cash Magnet,2025-05-22,NC,44
ACQ015195,CMP00023,In-App,Amex Cash Magnet,2025-05-22,CA,48
ACQ015196,CMP00023,In-App,Amex Cash Magnet,2025-05-30,CA,28
ACQ015197,CMP00023,In-App,Amex Cash Magnet,2025-05-23,MA,55
ACQ015198,CMP00023,In-App,Amex Cash Magnet,2025-05-07,MI,35
ACQ015199,CMP00023,In-App,Amex Cash Magnet,2025-05-05,AZ,37
ACQ015200,CMP00023,In-App,Amex Cash Magnet,2025-05-31,WA,27
ACQ015201,CMP00023,In-App,Amex Cash Magnet,2025-05-08,MI,26
ACQ015202,CMP00023,In-App,Amex Cash Magnet,2025-05-06,WI,37
ACQ015203,CMP00023,In-App,Amex Cash Magnet,2025-05-04,MD,51
ACQ015204,CMP00023,In-App,Amex Cash Magnet,2025-05-04,NC,23
ACQ015205,CMP00023,In-App,Amex Cash Magnet,2025-05-13,WA,41
ACQ015206,CMP00023,In-App,Amex Cash Magnet,2025-05-16,NY,44
ACQ015207,CMP00023,In-App,Amex Cash Magnet,2025-05-14,CO,28
ACQ015208,CMP00023,In-App,Amex Cash Magnet,2025-05-07,TX,50
ACQ015209,CMP00023,In-App,Amex Cash Magnet,2025-05-10,NC,65
ACQ015210,CMP00023,In-App,Amex Cash Magnet,2025-05-22,NJ,22
ACQ015211,CMP00023,In-App,Amex Cash Magnet,2025-05-29,WA,37
ACQ015212,CMP00023,In-App,Amex Cash Magnet,2025-05-17,NJ,55
ACQ015213,CMP00023,In-App,Amex Cash Magnet,2025-05-24,PA,35
ACQ015214,CMP00023,In-App,Amex Cash Magnet,2025-05-10,WI,56
ACQ015215,CMP00023,In-App,Amex Cash Magnet,2025-05-16,OH,58
ACQ015216,CMP00023,In-App,Amex Cash Magnet,2025-05-10,MD,35
ACQ015217,CMP00023,In-App,Amex Cash Magnet,2025-05-02,VA,49
ACQ015218,CMP00023,In-App,Amex Cash Magnet,2025-05-20,AZ,59
ACQ015219,CMP00023,In-App,Amex Cash Magnet,2025-05-31,TN,48
ACQ015220,CMP00023,In-App,Amex Cash Magnet,2025-05-30,NJ,33
ACQ015221,CMP00023,In-App,Amex Cash Magnet,2025-05-04,IL,52
ACQ015222,CMP00023,In-App,Amex Cash Magnet,2025-05-25,TN,37
ACQ015223,CMP00023,In-App,Amex Cash Magnet,2025-05-06,VA,26
ACQ015224,CMP00023,In-App,Amex Cash Magnet,2025-05-21,WA,42
ACQ015225,CMP00023,In-App,Amex Cash Magnet,2025-05-27,NJ,54
ACQ015226,CMP00023,In-App,Amex Cash Magnet,2025-05-13,WA,57
ACQ015227,CMP00023,In-App,Amex Cash Magnet,2025-05-09,TN,26
ACQ015228,CMP00023,In-App,Amex Cash Magnet,2025-05-07,NY,32
ACQ015229,CMP00023,In-App,Amex Cash Magnet,2025-05-09,MD,48
ACQ015230,CMP00023,In-App,Amex Cash Magnet,2025-05-09,GA,51
ACQ015231,CMP00023,In-App,Amex Cash Magnet,2025-05-11,MI,28
ACQ015232,CMP00023,In-App,Amex Cash Magnet,2025-05-06,FL,59
ACQ015233,CMP00023,In-App,Amex Cash Magnet,2025-05-16,GA,44
ACQ015234,CMP00023,In-App,Amex Cash Magnet,2025-05-28,MD,38
ACQ015235,CMP00023,In-App,Amex Cash Magnet,2025-05-08,IL,59
ACQ015236,CMP00023,In-App,Amex Cash Magnet,2025-05-19,MA,51
ACQ015237,CMP00023,In-App,Amex Cash Magnet,2025-05-07,AZ,47
ACQ015238,CMP00023,In-App,Amex Cash Magnet,2025-05-17,NY,52
ACQ015239,CMP00023,In-App,Amex Cash Magnet,2025-05-05,NY,22
ACQ015240,CMP00023,In-App,Amex Cash Magnet,2025-05-08,CO,21
ACQ015241,CMP00023,In-App,Amex Cash Magnet,2025-05-31,NJ,53
ACQ015242,CMP00023,In-App,Amex Cash Magnet,2025-05-28,NJ,47
ACQ015243,CMP00023,In-App,Amex Cash Magnet,2025-05-29,CA,30
ACQ015244,CMP00023,In-App,Amex Cash Magnet,2025-05-18,TN,26
ACQ015245,CMP00023,In-App,Amex Cash Magnet,2025-05-08,MD,37
ACQ015246,CMP00023,In-App,Amex Cash Magnet,2025-05-18,PA,27
ACQ015247,CMP00023,In-App,Amex Cash Magnet,2025-05-10,PA,24
ACQ015248,CMP00023,In-App,Amex Cash Magnet,2025-05-27,FL,31
ACQ015249,CMP00023,In-App,Amex Cash Magnet,2025-05-14,NJ,63
ACQ015250,CMP00023,In-App,Amex Cash Magnet,2025-05-08,CA,53
ACQ015251,CMP00023,In-App,Amex Cash Magnet,2025-05-10,IL,38
ACQ015252,CMP00023,In-App,Amex Cash Magnet,2025-05-22,WA,65
ACQ015253,CMP00023,In-App,Amex Cash Magnet,2025-05-12,MN,62
ACQ015254,CMP00023,In-App,Amex Cash Magnet,2025-05-15,WI,60
ACQ015255,CMP00023,In-App,Amex Cash Magnet,2025-05-27,MN,58
ACQ015256,CMP00023,In-App,Amex Cash Magnet,2025-05-12,MI,40
ACQ015257,CMP00023,In-App,Amex Cash Magnet,2025-05-20,TX,50
ACQ015258,CMP00023,In-App,Amex Cash Magnet,2025-05-22,WA,22
ACQ015259,CMP00023,In-App,Amex Cash Magnet,2025-05-29,NJ,24
ACQ015260,CMP00023,In-App,Amex Cash Magnet,2025-05-04,CA,36
ACQ015261,CMP00023,In-App,Amex Cash Magnet,2025-05-20,PA,33
ACQ015262,CMP00023,In-App,Amex Cash Magnet,2025-05-14,GA,40
ACQ015263,CMP00023,In-App,Amex Cash Magnet,2025-05-18,NC,23
ACQ015264,CMP00023,In-App,Amex Cash Magnet,2025-05-31,TX,47
ACQ015265,CMP00023,In-App,Amex Cash Magnet,2025-05-25,TN,24
ACQ015266,CMP00023,In-App,Amex Cash Magnet,2025-05-29,TN,26
ACQ015267,CMP00023,In-App,Amex Cash Magnet,2025-05-19,FL,47
ACQ015268,CMP00023,In-App,Amex Cash Magnet,2025-05-07,PA,60
ACQ015269,CMP00023,In-App,Amex Cash Magnet,2025-05-24,AZ,25
ACQ015270,CMP00023,In-App,Amex Cash Magnet,2025-05-21,MN,63
ACQ015271,CMP00023,In-App,Amex Cash Magnet,2025-05-16,NJ,59
ACQ015272,CMP00023,In-App,Amex Cash Magnet,2025-05-28,MN,31
ACQ015273,CMP00023,In-App,Amex Cash Magnet,2025-05-24,PA,44
ACQ015274,CMP00023,In-App,Amex Cash Magnet,2025-05-12,MN,64
ACQ015275,CMP00023,In-App,Amex Cash Magnet,2025-05-03,NJ,60
ACQ015276,CMP00023,In-App,Amex Cash Magnet,2025-05-24,NJ,38
ACQ015277,CMP00023,In-App,Amex Cash Magnet,2025-05-08,NY,41
ACQ015278,CMP00023,In-App,Amex Cash Magnet,2025-05-17,MA,59
ACQ015279,CMP00023,In-App,Amex Cash Magnet,2025-05-30,IL,65
ACQ015280,CMP00023,In-App,Amex Cash Magnet,2025-05-30,WA,25
ACQ015281,CMP00023,In-App,Amex Cash Magnet,2025-05-11,GA,52
ACQ015282,CMP00023,In-App,Amex Cash Magnet,2025-05-31,CA,54
ACQ015283,CMP00023,In-App,Amex Cash Magnet,2025-05-12,NY,60
ACQ015284,CMP00023,In-App,Amex Cash Magnet,2025-05-06,TX,52
ACQ015285,CMP00023,In-App,Amex Cash Magnet,2025-05-24,MI,26
ACQ015286,CMP00023,In-App,Amex Cash Magnet,2025-05-04,CA,25
ACQ015287,CMP00023,In-App,Amex Cash Magnet,2025-05-11,MD,30
ACQ015288,CMP00023,In-App,Amex Cash Magnet,2025-05-19,MI,24
ACQ015289,CMP00023,In-App,Amex Cash Magnet,2025-05-07,FL,23
ACQ015290,CMP00023,In-App,Amex Cash Magnet,2025-05-16,GA,32
ACQ015291,CMP00023,In-App,Amex Cash Magnet,2025-05-31,WI,59
ACQ015292,CMP00023,In-App,Amex Cash Magnet,2025-05-27,MI,30
ACQ015293,CMP00023,In-App,Amex Cash Magnet,2025-05-24,MN,47
ACQ015294,CMP00023,In-App,Amex Cash Magnet,2025-05-18,WI,55
